Acc,Name,Desc
PF00489.16,IL6,Interleukin-6/G-CSF/MGF family
PF00490.20,ALAD,Delta-aminolevulinic acid dehydratase
PF00491.20,Arginase,Arginase family
PF00493.22,MCM,MCM2/3/5 family
PF00494.18,SQS_PSY,Squalene/phytoene synthase
PF00496.21,SBP_bac_5,"Bacterial extracellular solute-binding proteins, family 5 Middle"
PF00497.19,SBP_bac_3,"Bacterial extracellular solute-binding proteins, family 3"
PF00498.25,FHA,FHA domain
PF00499.19,Oxidored_q3,NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00500.17,Late_protein_L1,L1 (late) protein
PF00501.27,AMP-binding,AMP-binding enzyme
PF00502.18,Phycobilisome,Phycobilisome protein
PF00503.19,G-alpha,G-protein alpha subunit
PF00504.20,Chloroa_b-bind,Chlorophyll A-B binding protein
PF00505.18,HMG_box,HMG (high mobility group) box
PF00506.17,Flu_NP,Influenza virus nucleoprotein
PF00507.18,Oxidored_q4,"NADH-ubiquinone/plastoquinone oxidoreductase, chain 3"
PF00508.16,PPV_E2_N,"E2 (early) protein, N terminal"
PF00509.17,Hemagglutinin,Haemagglutinin
PF00510.17,COX3,Cytochrome c oxidase subunit III
PF00511.16,PPV_E2_C,"E2 (early) protein, C terminal"
PF00512.24,HisKA,His Kinase A (phospho-acceptor) domain
PF00513.17,Late_protein_L2,Late Protein L2
PF00514.22,Arm,Armadillo/beta-catenin-like repeat
PF00515.27,TPR_1,Tetratricopeptide repeat
PF00516.17,GP120,Envelope glycoprotein GP120
PF00517.16,GP41,Retroviral envelope protein
PF00518.16,E6,Early Protein (E6)
PF00519.16,PPV_E1_C,Papillomavirus helicase
PF00520.30,Ion_trans,Ion transport protein
PF00521.19,DNA_topoisoIV,"DNA gyrase/topoisomerase IV, subunit A"
PF00522.17,VPR,VPR/VPX protein
PF00523.17,Fusion_gly,Fusion glycoprotein F0
PF00524.17,PPV_E1_N,"E1 Protein, N terminal domain"
PF00525.17,Crystallin,"Alpha crystallin A chain, N terminal"
PF00526.17,Dicty_CTDC,Dictyostelium (slime mold) repeat
PF00527.17,E7,"E7 protein, Early protein"
PF00528.21,BPD_transp_1,Binding-protein-dependent transport system inner membrane component
PF00529.19,HlyD,HlyD membrane-fusion protein of T1SS
PF00530.17,SRCR,Scavenger receptor cysteine-rich domain
PF00531.21,Death,Death domain
PF00532.20,Peripla_BP_1,Periplasmic binding proteins and sugar binding domain of LacI family
PF00533.25,BRCT,BRCA1 C Terminus (BRCT) domain
PF00534.19,Glycos_transf_1,Glycosyl transferases group 1
PF00535.25,Glycos_transf_2,Glycosyl transferase family 2
PF00536.29,SAM_1,SAM domain (Sterile alpha motif)
PF00537.17,Toxin_3,Scorpion toxin-like domain
PF00538.18,Linker_histone,linker histone H1 and H5 family
PF00539.17,Tat,Transactivating regulatory protein (Tat)
PF00540.17,Gag_p17,gag gene protein p17 (matrix protein)
PF00541.16,Adeno_knob,Adenoviral fibre protein (knob domain)
PF00542.18,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain
PF00543.21,P-II,Nitrogen regulatory protein P-II
PF00544.18,Pec_lyase_C,Pectate lyase
PF00545.19,Ribonuclease,ribonuclease
PF00547.17,Urease_gamma,"Urease, gamma subunit"
PF00548.19,Peptidase_C3,3C cysteine protease (picornain 3C)
PF00549.18,Ligase_CoA,CoA-ligase
PF00550.24,PP-binding,Phosphopantetheine attachment site
PF00551.18,Formyl_trans_N,Formyl transferase
PF00552.20,IN_DBD_C,Integrase DNA binding domain
PF00553.18,CBM_2,Cellulose binding domain
PF00554.21,RHD_DNA_bind,Rel homology DNA-binding domain
PF00555.18,Endotoxin_M,delta endotoxin
PF00556.19,LHC,Antenna complex alpha/beta subunit
PF00557.23,Peptidase_M24,Metallopeptidase family M24
PF00558.18,Vpu,Vpu protein
PF00559.16,Vif,Retroviral Vif (Viral infectivity) protein
PF00560.32,LRR_1,Leucine Rich Repeat
PF00561.19,Abhydrolase_1,alpha/beta hydrolase fold
PF00562.27,RNA_pol_Rpb2_6,"RNA polymerase Rpb2, domain 6"
PF00563.19,EAL,EAL domain
PF00564.23,PB1,PB1 domain
PF00565.16,SNase,Staphylococcal nuclease homologue
PF00566.17,RabGAP-TBC,Rab-GTPase-TBC domain
PF00567.23,TUDOR,Tudor domain
PF00568.22,WH1,WH1 domain
PF00569.16,ZZ,"Zinc finger, ZZ type"
PF00570.22,HRDC,HRDC domain
PF00571.27,CBS,CBS domain
PF00572.17,Ribosomal_L13,Ribosomal protein L13
PF00573.21,Ribosomal_L4,Ribosomal protein L4/L1 family
PF00574.22,CLP_protease,Clp protease
PF00575.22,S1,S1 RNA binding domain
PF00576.20,Transthyretin,HIUase/Transthyretin family
PF00577.19,Usher,Outer membrane usher protein
PF00578.20,AhpC-TSA,AhpC/TSA family
PF00579.24,tRNA-synt_1b,tRNA synthetases class I (W and Y)
PF00580.20,UvrD-helicase,UvrD/REP helicase N-terminal domain
PF00581.19,Rhodanese,Rhodanese-like domain
PF00582.25,Usp,Universal stress protein family
PF00583.24,Acetyltransf_1,Acetyltransferase (GNAT) family
PF00584.19,SecE,SecE/Sec61-gamma subunits of protein translocation complex
PF00585.17,Thr_dehydrat_C,C-terminal regulatory domain of Threonine dehydratase
PF00586.23,AIRS,"AIR synthase related protein, N-terminal domain"
PF00587.24,tRNA-synt_2b,"tRNA synthetase class II core domain (G, H, P, S and T)"
PF00588.18,SpoU_methylase,SpoU rRNA Methylase family
PF00589.21,Phage_integrase,Phage integrase family
PF00590.19,TP_methylase,Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591.20,Glycos_transf_3,"Glycosyl transferase family, a/b domain"
PF00593.23,TonB_dep_Rec,TonB dependent receptor
PF00594.19,Gla,Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain
PF00595.23,PDZ,PDZ domain (Also known as DHR or GLGF)
PF00596.20,Aldolase_II,Class II Aldolase and Adducin N-terminal domain
PF00598.18,Flu_M1,Influenza Matrix protein (M1)
PF00599.16,Flu_M2,Influenza Matrix protein (M2)
PF00600.18,Flu_NS1,Influenza non-structural protein (NS1)
PF00601.18,Flu_NS2,Influenza non-structural protein (NS2)
PF00602.16,Flu_PB1,Influenza RNA-dependent RNA polymerase subunit PB1
PF00603.16,Flu_PA,Influenza RNA-dependent RNA polymerase subunit PA
PF00604.16,Flu_PB2,Influenza RNA-dependent RNA polymerase subunit PB2
PF00605.16,IRF,Interferon regulatory factor transcription factor
PF00606.17,Glycoprotein_B,Herpesvirus Glycoprotein B ectodomain
PF00607.19,Gag_p24,gag gene protein p24 (core nucleocapsid protein)
PF00608.16,Adeno_shaft,Adenoviral fibre protein (repeat/shaft region)
PF00609.18,DAGK_acc,Diacylglycerol kinase accessory domain
PF00610.20,DEP,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
PF00611.22,FCH,"Fes/CIP4, and EFC/F-BAR homology domain"
PF00612.26,IQ,IQ calmodulin-binding motif
PF00613.19,PI3Ka,"Phosphoinositide 3-kinase family, accessory domain (PIK domain)"
PF00614.21,PLDc,Phospholipase D Active site motif
PF00615.18,RGS,Regulator of G protein signaling domain
PF00616.18,RasGAP,GTPase-activator protein for Ras-like GTPase
PF00617.18,RasGEF,RasGEF domain
PF00618.19,RasGEF_N,RasGEF N-terminal motif
PF00619.20,CARD,Caspase recruitment domain
PF00620.26,RhoGAP,RhoGAP domain
PF00621.19,RhoGEF,RhoGEF domain
PF00622.27,SPRY,SPRY domain
PF00623.19,RNA_pol_Rpb1_2,"RNA polymerase Rpb1, domain 2"
PF00624.17,Flocculin,Flocculin repeat
PF00625.20,Guanylate_kin,Guanylate kinase
PF00626.21,Gelsolin,Gelsolin repeat
PF00627.30,UBA,UBA/TS-N domain
PF00628.28,PHD,PHD-finger
PF00629.22,MAM,"MAM domain, meprin/A5/mu"
PF00630.18,Filamin,Filamin/ABP280 repeat
PF00631.21,G-gamma,GGL domain
PF00632.24,HECT,HECT-domain (ubiquitin-transferase)
PF00633.22,HHH,Helix-hairpin-helix motif
PF00634.17,BRCA2,BRCA2 repeat
PF00635.25,Motile_Sperm,MSP (Major sperm protein) domain
PF00636.25,Ribonuclease_3,Ribonuclease III domain
PF00637.19,Clathrin,Region in Clathrin and VPS
PF00638.17,Ran_BP1,RanBP1 domain
PF00639.20,Rotamase,PPIC-type PPIASE domain
PF00640.22,PID,Phosphotyrosine interaction domain (PTB/PID)
PF00641.17,zf-RanBP,Zn-finger in Ran binding protein and others
PF00642.23,zf-CCCH,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643.23,zf-B_box,B-box zinc finger
PF00644.19,PARP,Poly(ADP-ribose) polymerase catalytic domain
PF00645.17,zf-PARP,Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646.32,F-box,F-box domain
PF00647.18,EF1G,"Elongation factor 1 gamma, conserved domain"
PF00648.20,Peptidase_C2,Calpain family cysteine protease
PF00649.17,Copper-fist,Copper fist DNA binding domain
PF00650.19,CRAL_TRIO,CRAL/TRIO domain
PF00651.30,BTB,BTB/POZ domain
PF00652.21,Ricin_B_lectin,Ricin-type beta-trefoil lectin domain
PF00653.20,BIR,Inhibitor of Apoptosis domain
PF00654.19,Voltage_CLC,Voltage gated chloride channel
PF00656.21,Peptidase_C14,Caspase domain
PF00657.21,Lipase_GDSL,GDSL-like Lipase/Acylhydrolase
PF00658.17,PABP,"Poly-adenylate binding protein, unique domain"
PF00659.17,POLO_box,POLO box duplicated region
PF00660.16,SRP1_TIP1,Seripauperin and TIP1 family
PF00661.20,Matrix,Viral matrix protein
PF00662.19,Proton_antipo_N,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"
PF00664.22,ABC_membrane,ABC transporter transmembrane region
PF00665.25,rve,Integrase core domain
PF00666.16,Cathelicidins,Cathelicidin
PF00667.19,FAD_binding_1,FAD binding domain
PF00668.19,Condensation,Condensation domain
PF00669.19,Flagellin_N,Bacterial flagellin N-terminal helical region
PF00670.20,AdoHcyase_NAD,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
PF00672.24,HAMP,HAMP domain
PF00673.20,Ribosomal_L5_C,ribosomal L5P family C-terminus
PF00674.17,DUP,DUP family
PF00675.19,Peptidase_M16,Insulinase (Peptidase family M16)
PF00676.19,E1_dh,Dehydrogenase E1 component
PF00677.16,Lum_binding,Lumazine binding domain
PF00679.23,EFG_C,Elongation factor G C-terminus
PF00680.19,RdRP_1,RNA dependent RNA polymerase
PF00681.19,Plectin,Plectin repeat
PF00682.18,HMGL-like,HMGL-like
PF00683.16,TB,TB domain
PF00684.18,DnaJ_CXXCXGXG,DnaJ central domain
PF00685.26,Sulfotransfer_1,Sulfotransferase domain
PF00686.18,CBM_20,Starch binding domain
PF00687.20,Ribosomal_L1,Ribosomal protein L1p/L10e family
PF00688.17,TGFb_propeptide,TGF-beta propeptide
PF00689.20,Cation_ATPase_C,"Cation transporting ATPase, C-terminus"
PF00690.25,Cation_ATPase_N,"Cation transporter/ATPase, N-terminus"
PF00691.19,OmpA,OmpA family
PF00692.18,dUTPase,dUTPase
PF00693.17,Herpes_TK,Thymidine kinase from herpesvirus
PF00694.18,Aconitase_C,Aconitase C-terminal domain
PF00695.18,vMSA,Major surface antigen from hepadnavirus
PF00696.27,AA_kinase,Amino acid kinase family
PF00697.21,PRAI,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698.20,Acyl_transf_1,Acyl transferase domain
PF00699.19,Urease_beta,Urease beta subunit
PF00700.20,Flagellin_C,Bacterial flagellin C-terminal helical region
PF00701.21,DHDPS,Dihydrodipicolinate synthetase family
PF00702.25,Hydrolase,haloacid dehalogenase-like hydrolase
PF00703.20,Glyco_hydro_2,Glycosyl hydrolases family 2
PF00704.27,Glyco_hydro_18,Glycosyl hydrolases family 18
PF00705.17,PCNA_N,"Proliferating cell nuclear antigen, N-terminal domain"
PF00706.16,Toxin_4,Anenome neurotoxin
PF00707.21,IF3_C,"Translation initiation factor IF-3, C-terminal domain"
PF00708.17,Acylphosphatase,Acylphosphatase
PF00709.20,Adenylsucc_synt,Adenylosuccinate synthetase
PF00710.19,Asparaginase,"Asparaginase, N-terminal"
PF00711.18,Defensin_beta,Beta defensin
PF00712.18,DNA_pol3_beta,"DNA polymerase III beta subunit, N-terminal domain"
PF00713.16,Hirudin,Hirudin
PF00714.16,IFN-gamma,Interferon gamma
PF00715.16,IL2,Interleukin 2
PF00716.16,Peptidase_S21,Assemblin (Peptidase family S21)
PF00717.22,Peptidase_S24,Peptidase S24-like
PF00718.19,Polyoma_coat,Polyomavirus coat protein
PF00719.18,Pyrophosphatase,Inorganic pyrophosphatase
PF00720.16,SSI,Subtilisin inhibitor-like
PF00721.20,TMV_coat,Virus coat protein (TMV like)
PF00722.20,Glyco_hydro_16,Glycosyl hydrolases family 16
PF00723.20,Glyco_hydro_15,Glycosyl hydrolases family 15
PF00724.19,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family
PF00725.21,3HCDH,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain"
PF00726.16,IL10,Interleukin 10
PF00727.17,IL4,Interleukin 4
PF00728.21,Glyco_hydro_20,"Glycosyl hydrolase family 20, catalytic domain"
PF00729.17,Viral_coat,Viral coat protein (S domain)
PF00730.24,HhH-GPD,HhH-GPD superfamily base excision DNA repair protein
PF00731.19,AIRC,AIR carboxylase
PF00732.18,GMC_oxred_N,GMC oxidoreductase
PF00733.20,Asn_synthase,Asparagine synthase
PF00734.17,CBM_1,Fungal cellulose binding domain
PF00735.17,Septin,Septin
PF00736.18,EF1_GNE,EF-1 guanine nucleotide exchange domain
PF00737.19,PsbH,Photosystem II 10 kDa phosphoprotein
PF00738.17,Polyhedrin,Polyhedrin
PF00739.18,X,Trans-activation protein X
PF00740.17,Parvo_coat,Parvovirus coat protein VP2
PF00741.17,Gas_vesicle,Gas vesicle protein
PF00742.18,Homoserine_dh,Homoserine dehydrogenase
PF00743.18,FMO-like,Flavin-binding monooxygenase-like
PF00745.19,GlutR_dimer,"Glutamyl-tRNAGlu reductase, dimerisation domain"
PF00746.20,Gram_pos_anchor,LPXTG cell wall anchor motif
PF00747.16,Viral_DNA_bp,ssDNA binding protein
PF00748.18,Calpain_inhib,Calpain inhibitor
PF00749.20,tRNA-synt_1c,"tRNA synthetases class I (E and Q), catalytic domain"
PF00750.18,tRNA-synt_1d,tRNA synthetases class I (R)
PF00751.17,DM,DM DNA binding domain
PF00752.16,XPG_N,XPG N-terminal domain
PF00753.26,Lactamase_B,Metallo-beta-lactamase superfamily
PF00754.24,F5_F8_type_C,F5/8 type C domain
PF00755.19,Carn_acyltransf,Choline/Carnitine o-acyltransferase
PF00756.19,Esterase,Putative esterase
PF00757.19,Furin-like,Furin-like cysteine rich region
PF00758.17,EPO_TPO,Erythropoietin/thrombopoietin
PF00759.18,Glyco_hydro_9,Glycosyl hydrolase family 9
PF00760.17,Cucumo_coat,Cucumovirus coat protein
PF00761.19,Polyoma_coat2,Polyomavirus coat protein
PF00762.18,Ferrochelatase,Ferrochelatase
PF00763.22,THF_DHG_CYH,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
PF00764.18,Arginosuc_synth,Arginosuccinate synthase
PF00765.16,Autoind_synth,Autoinducer synthase
PF00766.18,ETF_alpha,Electron transfer flavoprotein FAD-binding domain
PF00767.17,Poty_coat,Potyvirus coat protein
PF00768.19,Peptidase_S11,D-alanyl-D-alanine carboxypeptidase
PF00769.18,ERM,Ezrin/radixin/moesin family
PF00770.17,Peptidase_C5,Adenovirus endoprotease
PF00771.19,FHIPEP,FHIPEP family
PF00772.20,DnaB,DnaB-like helicase N terminal domain
PF00773.18,RNB,RNB domain
PF00775.20,Dioxygenase_C,Dioxygenase
PF00777.17,Glyco_transf_29,Glycosyltransferase family 29 (sialyltransferase)
PF00778.16,DIX,DIX domain
PF00779.18,BTK,BTK motif
PF00780.21,CNH,CNH domain
PF00781.23,DAGK_cat,Diacylglycerol kinase catalytic domain
PF00782.19,DSPc,"Dual specificity phosphatase, catalytic domain"
PF00784.16,MyTH4,MyTH4 domain
PF00786.27,PBD,P21-Rho-binding domain
PF00787.23,PX,PX domain
PF00788.22,RA,Ras association (RalGDS/AF-6) domain
PF00789.19,UBX,UBX domain
PF00790.18,VHS,VHS domain
PF00791.19,ZU5,ZU5 domain
PF00792.23,PI3K_C2,Phosphoinositide 3-kinase C2
PF00793.19,DAHP_synth_1,DAHP synthetase I family
PF00794.17,PI3K_rbd,"PI3-kinase family, ras-binding domain"
PF00795.21,CN_hydrolase,Carbon-nitrogen hydrolase
PF00796.17,PSI_8,Photosystem I reaction centre subunit VIII
PF00797.16,Acetyltransf_2,N-acetyltransferase
PF00798.17,Arena_glycoprot,Arenavirus glycoprotein
PF00799.19,Gemini_AL1,Geminivirus Rep catalytic domain
PF00800.17,PDT,Prephenate dehydratase
PF00801.19,PKD,PKD domain
PF00802.18,Glycoprotein_G,Pneumovirus attachment glycoprotein G
PF00803.17,3A,3A/RNA2 movement protein family
PF00804.24,Syntaxin,Syntaxin
PF00805.21,Pentapeptide,Pentapeptide repeats (8 copies)
PF00806.18,PUF,Pumilio-family RNA binding repeat
PF00807.16,Apidaecin,Apidaecin
PF00808.22,CBFD_NFYB_HMF,Histone-like transcription factor (CBF/NF-Y) and archaeal histone
PF00809.21,Pterin_bind,Pterin binding enzyme
PF00810.17,ER_lumen_recept,ER lumen protein retaining receptor
PF00811.17,Ependymin,Ependymin
PF00812.16,Ephrin,Ephrin
PF00813.19,FliP,FliP family
PF00814.24,Peptidase_M22,Glycoprotease family
PF00815.19,Histidinol_dh,Histidinol dehydrogenase
PF00816.20,Histone_HNS,H-NS histone family
PF00817.19,IMS,impB/mucB/samB family
PF00818.16,Ice_nucleation,Ice nucleation protein repeat
PF00819.16,Myotoxins,"Myotoxin, crotamine"
PF00820.18,Lipoprotein_1,Borrelia lipoprotein
PF00821.17,PEPCK_C,Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PF00822.19,PMP22_Claudin,PMP-22/EMP/MP20/Claudin family
PF00823.18,PPE,PPE family
PF00825.17,Ribonuclease_P,Ribonuclease P
PF00827.16,Ribosomal_L15e,Ribosomal L15
PF00828.18,Ribosomal_L27A,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
PF00829.20,Ribosomal_L21p,Ribosomal prokaryotic L21 protein
PF00830.18,Ribosomal_L28,Ribosomal L28 family
PF00831.22,Ribosomal_L29,Ribosomal L29 protein
PF00832.19,Ribosomal_L39,Ribosomal L39 protein
PF00833.17,Ribosomal_S17e,Ribosomal S17
PF00834.18,Ribul_P_3_epim,Ribulose-phosphate 3 epimerase family
PF00835.18,SNAP-25,SNAP-25 family
PF00836.18,Stathmin,Stathmin family
PF00837.16,T4_deiodinase,Iodothyronine deiodinase
PF00838.16,TCTP,Translationally controlled tumour protein
PF00839.16,Cys_rich_FGFR,Cysteine rich repeat
PF00840.19,Glyco_hydro_7,Glycosyl hydrolase family 7
PF00841.18,Protamine_P2,Sperm histone P2
PF00842.20,Ala_racemase_C,"Alanine racemase, C-terminal domain"
PF00843.16,Arena_nucleocap,Arenavirus nucleocapsid N-terminal domain
PF00844.17,Gemini_coat,Geminivirus coat protein/nuclear export factor BR1 family
PF00845.18,Gemini_BL1,Geminivirus BL1 movement protein
PF00846.17,Hanta_nucleocap,Hantavirus nucleocapsid protein
PF00847.19,AP2,AP2 domain
PF00848.18,Ring_hydroxyl_A,Ring hydroxylating alpha subunit (catalytic domain)
PF00849.21,PseudoU_synth_2,RNA pseudouridylate synthase
PF00850.18,Hist_deacetyl,Histone deacetylase domain
PF00851.17,Peptidase_C6,Helper component proteinase
PF00852.18,Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term
PF00853.18,Runt,Runt domain
PF00854.20,PTR2,POT family
PF00855.16,PWWP,PWWP domain
PF00856.27,SET,SET domain
PF00857.19,Isochorismatase,Isochorismatase family
PF00858.23,ASC,Amiloride-sensitive sodium channel
PF00859.17,CTF_NFI,CTF/NF-I family transcription modulation region
PF00860.19,Xan_ur_permease,Permease family
PF00861.21,Ribosomal_L18p,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
PF00862.18,Sucrose_synth,Sucrose synthase
PF00863.18,Peptidase_C4,Peptidase family C4
PF00864.18,P2X_receptor,ATP P2X receptor
PF00865.17,Osteopontin,Osteopontin
PF00866.17,Ring_hydroxyl_B,Ring hydroxylating beta subunit
PF00867.17,XPG_I,XPG I-region
PF00868.19,Transglut_N,Transglutaminase family
PF00869.19,Flavi_glycoprot,"Flavivirus glycoprotein, central and dimerisation domains"
PF00870.17,P53,P53 DNA-binding domain
PF00871.16,Acetate_kinase,Acetokinase family
PF00872.17,Transposase_mut,"Transposase, Mutator family"
PF00873.18,ACR_tran,AcrB/AcrD/AcrF family
PF00874.19,PRD,PRD domain
PF00875.17,DNA_photolyase,DNA photolyase
PF00876.17,Innexin,Innexin
PF00877.18,NLPC_P60,NlpC/P60 family
PF00878.17,CIMR,Cation-independent mannose-6-phosphate receptor repeat
PF00879.17,Defensin_propep,Defensin propeptide
PF00880.17,Nebulin,Nebulin repeat
PF00881.23,Nitroreductase,Nitroreductase family
PF00882.17,Zn_dep_PLPC,Zinc dependent phospholipase C
PF00883.20,Peptidase_M17,"Cytosol aminopeptidase family, catalytic domain"
PF00884.22,Sulfatase,Sulfatase
PF00885.18,DMRL_synthase,"6,7-dimethyl-8-ribityllumazine synthase"
PF00886.18,Ribosomal_S16,Ribosomal protein S16
PF00887.18,ACBP,Acyl CoA binding protein
PF00888.21,Cullin,Cullin family
PF00889.18,EF_TS,Elongation factor TS
PF00890.23,FAD_binding_2,FAD binding domain
PF00891.17,Methyltransf_2,O-methyltransferase
PF00892.19,EamA,EamA-like transporter family
PF00893.18,Multi_Drug_Res,Small Multidrug Resistance protein
PF00894.17,Luteo_coat,Luteovirus coat protein
PF00895.19,ATP-synt_8,ATP synthase protein 8
PF00897.16,Orbi_VP7,Orbivirus inner capsid protein VP7
PF00898.16,Orbi_VP2,Orbivirus outer capsid protein VP2
PF00899.20,ThiF,ThiF family
PF00900.19,Ribosomal_S4e,Ribosomal family S4e
PF00901.16,Orbi_VP5,Orbivirus outer capsid protein VP5
PF00902.17,TatC,Sec-independent protein translocase protein (TatC)
PF00903.24,Glyoxalase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF00904.16,Involucrin,Involucrin repeat
PF00905.21,Transpeptidase,Penicillin binding protein transpeptidase domain
PF00906.19,Hepatitis_core,Hepatitis core antigen
PF00907.21,T-box,T-box
PF00908.16,dTDP_sugar_isom,"dTDP-4-dehydrorhamnose 3,5-epimerase"
PF00909.20,Ammonium_transp,Ammonium Transporter Family
PF00910.21,RNA_helicase,RNA helicase
PF00912.21,Transgly,Transglycosylase
PF00913.18,Trypan_glycop,Trypanosome variant surface glycoprotein (A-type)
PF00915.19,Calici_coat,Calicivirus coat protein
PF00916.19,Sulfate_transp,Sulfate permease family
PF00917.25,MATH,MATH domain
PF00918.16,Gastrin,Gastrin/cholecystokinin family
PF00919.19,UPF0004,Uncharacterized protein family UPF0004
